title	author	publisher	edition	volumes
الثاني من الفوائد المنتقاة لابن السماك ويليه من حديث دعلج للحمامي	 عثمان بن أحمد بن عبيد الله بن يزيد، أبو عمرو الدقاق، ابن السماك (المتوفى  344هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثاني من المصباح في عيون الصحاح	 عبد الغني بن عبد الواحد بن علي بن سرور المقدسي الجماعيلي الدمشقي الحنبلي، أبو محمد، تقي الدين (المتوفى  600هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثاني من الوخشيات	 أبو علي الحسن بن علي بن محمد بن أحمد بن جعفر البلخي، الوخشي (المتوفى  471هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثاني من حديث سفيان بن عيينة للطائي	 على بن حرب بن محمد بن على الطائى، أبو الحسن الموصلى (المتوفى  265هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثاني من شعار الأبرار في الأدعية والأذكار شيوخه (ضمن مجموع مطبوع باسم الفوائد لابن منده!)	 عبد الرحمن بن أحمد بن مبارك بن حماد بن تركي الغزي الشيخ الزاهد زين الدين أبو الفرج المعروف بابن الشيخة المصري الحسيني (المتوفى  799هـ)	 خلاف محمود عبد السميع	 دار الكتب العلمية، بيروت - لبنان			 الأولى، 1423 هـ - 2002 م	 1	
الثاني من فضائل عمر بن الخطاب	 عبد الغني بن عبد الواحد بن علي بن سرور المقدسي الجماعيلي الدمشقي الحنبلي، أبو محمد، تقي الدين (المتوفى  600هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثاني من فوائد أبي عثمان البحيري	 أبو عثمان سعيد بن محمد ابن أبي الحسين أحمد بن محمد بن جعفر بن محمد بن بحير البحيري، النيسابوري (المتوفى  451هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثاني من معجم الشيخة مريم	 أبو الفضل أحمد بن علي بن محمد بن أحمد بن حجر العسقلاني (المتوفى  852هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثاني من معجم شيوخ الدمياطي	 عبد المؤمن بن خلف الدمياطي، أبو محمد، شرف الدين الشافعي (المتوفى  705هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثاني والثلاثون من المشيخة البغدادية لأبي طاهر السلفي	 صدر الدين، أبو طاهر السلفي أحمد بن محمد بن أحمد بن محمد بن إبراهيم سلفه الأصبهاني (المتوفى  576هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثاني والعشرون من المشيخة البغدادية لأبي طاهر السلفي	 صدر الدين، أبو طاهر السلفي أحمد بن محمد بن أحمد بن محمد بن إبراهيم سلفه الأصبهاني (المتوفى  576هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثبات عند الممات	 جمال الدين أبو الفرج عبد الرحمن بن علي بن محمد الجوزي (المتوفى  597هـ)	 عبد الله الليثي الأنصاري	 مؤسسة الكتب الثقافية - بيروت			 الأولى، 1406	 1	
الثبات والشمول في الشريعة الإسلامية	 الدكتور عابد بن محمد السفياني		 مكتبة المنارة، مكة المكرمة - المملكة العربية السعودية			 الأولى، 1408 هـ - 1988 م	 1	
الثقات	 محمد بن حبان بن أحمد بن حبان بن معاذ بن معبد، التميمي، أبو حاتم، الدارمي، البستي (المتوفى  354هـ)		 دائرة المعارف العثمانية بحيدر آباد الدكن الهند			 الأولى، 1393 ه‍ = 1973	 9	
تاريخ الثقات	 أبو الحسن أحمد بن عبد الله بن صالح العجلى الكوفى (المتوفى  261هـ)		 دار الباز			 الطبعة الأولى 1405هـ-1984م	 1	
معرفة الثقات من رجال أهل العلم والحديث ومن الضعفاء وذكر مذاهبهم وأخبارهم	 أبو الحسن أحمد بن عبد الله بن صالح العجلى الكوفى (المتوفى  261هـ)	 عبد العليم عبد العظيم البستوي	 مكتبة الدار - المدينة المنورة - السعودية			 الأولى، 1405 - 1985		
الثقات ممن لم يقع في الكتب الستة (ينشر لأول مرة على نسخة خطية فريدة بخط الحافظ شمس الدين السخاوي المتوفى سنة 902 هـ)	 أبو الفداء زين الدين قاسم بن قطلوبغا السودوني (نسبة إلى معتق أبيه سودون الشيخوني) الجمالي الحنفي (المتوفى  879هـ)		 مركز النعمان للبحوث والدراسات الإسلامية وتحقيق التراث والترجمة صنعاء، اليمن			 الأولى، 1432 هـ - 2011 م	 9 (8 ومجلد للفهارس)	
الثقافة التي نحتاج إليها	 أبو شكيب محمد تقي الدين بن عبد القادر الهلالي (المتوفى  1407هـ)		 الجامعة الإسلامية			 السنة الأولى، العدد الثالث، ذو القعدة 1388هـ/شباط 1969م	 1	
الثلاثون من المشيخة البغدادية لأبي طاهر السلفي	 صدر الدين، أبو طاهر السلفي أحمد بن محمد بن أحمد بن محمد بن إبراهيم سلفه الأصبهاني (المتوفى  576هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثمر الداني شرح رسالة ابن أبي زيد القيرواني	 صالح بن عبد السميع الآبي الأزهري (المتوفى  1335هـ)		 المكتبة الثقافية - بيروت				 1	
الثمر المجتنى مختصر شرح أسماء الله الحسنى في ضوء الكتاب والسنة	 د. سعيد بن علي بن وهف القحطاني		 مطبعة سفير، الرياض				 1	
الثمر المستطاب في فقه السنة والكتاب	 أبو عبد الرحمن محمد ناصر الدين، بن الحاج نوح بن نجاتي بن آدم، الأشقودري الألباني (المتوفى  1420هـ)		 غراس للنشر والتوزيع			 الأولى، 1422 هـ	 1	
الثورة البائسة	 د موسى الموسوي						 1	
الجاسوس على القاموس	 أحمد فارس أفندي، صاحب الجوائب		 مطبعة الجوائب - قسطنطينية				 1	
الجامع الأموي في دمشق	 الشيخ علي الطنطاوي (المتوفى  1420هـ)		 مطبعة الحكومة، دمشق				 1	
الجامع الصحيح فيما كان على شرط الشيخين أو أحدهما ولم يخرجاه	 أبو عبد الرحمن، يوسف بن جودة يس يوسف الداودي		 دار قباء للطباعة - القاهرة			 الأولى، 1429 هـ - 2008 م	 2	
الجامع الصحيح للسنن والمسانيد	 صهيب عبد الجبار				 15 - 8 - 2014		 38	
الجامع الصحيح للسيرة النبوية	 الأستاذ الدكتور سعد المرصفي		 مكتبة ابن كثير، الكويت			 الأولى، 1430 هـ - 2009 م	 6 (في ترقيم مسلسل واحد)	
صحيح وضعيف الجامع الصغير وزيادته	 عبد الرحمن بن أبي بكر، جلال الدين السيوطي (المتوفى  911هـ)							
